Day of Month,Date,Site ID,Page Views,Unique Visitors,Total Time Spent,Visits,Average Time Spent on Site
8,2021-01-08,site 81,4,2,14,2,3.4
9,2021-01-09,site 81,19,4,838,4,0.6
10,2021-01-10,site 81,4,2,11,2,2.8
11,2021-01-11,site 81,7,4,48,4,2.2
12,2021-01-12,site 81,8,4,13,5,0.2
13,2021-01-13,site 81,6,4,12,4,0.8
14,2021-01-14,site 81,10,4,66,4,7.7
15,2021-01-15,site 81,11,6,299,6,0.3
16,2021-01-16,site 81,7,3,21,3,0.6
17,2021-01-17,site 81,6,2,25,2,1.8
18,2021-01-18,site 81,7,3,29,3,0.3
19,2021-01-19,site 81,7,4,21,4,0.6
20,2021-01-20,site 81,7,3,21,3,0.3
21,2021-01-21,site 81,6,2,21,2,0.6
22,2021-01-22,site 81,9,5,20,5,0.1
23,2021-01-23,site 81,6,2,22,2,1.3
24,2021-01-24,site 81,6,2,20,2,0.2
25,2021-01-25,site 81,6,2,22,2,4.8
26,2021-01-26,site 81,6,2,28,2,2.8
27,2021-01-27,site 81,9,4,523,4,4.1
28,2021-01-28,site 81,6,2,24,2,2.1
29,2021-01-29,site 81,20,5,636,5,0.3
30,2021-01-30,site 81,6,2,19,2,0.2
31,2021-01-31,site 81,8,3,406,3,0.2
1,2021-01-01,site 82,7,3,80,3,1.5
2,2021-01-02,site 82,5,3,7,3,9.9
3,2021-01-03,site 82,261,203,1609,203,0.2
4,2021-01-04,site 82,24,22,9,22,1.2
5,2021-01-05,site 82,138,135,131,135,0.1
6,2021-01-06,site 82,172,166,417,166,0.6
7,2021-01-07,site 82,94,89,95,89,0.5
8,2021-01-08,site 82,123,121,7,121,0.2
9,2021-01-09,site 82,7,4,70,4,0.3
10,2021-01-10,site 82,5,3,9,3,2.3
11,2021-01-11,site 82,101,99,8,99,0.2
12,2021-01-12,site 82,92,90,10,90,0.4
13,2021-01-13,site 82,24,21,40,21,2.9
14,2021-01-14,site 82,160,155,88,155,1.1
15,2021-01-15,site 82,45,36,211,36,1.2
16,2021-01-16,site 82,103,99,22,99,1.9
17,2021-01-17,site 82,54,28,2456,29,0.3
18,2021-01-18,site 82,25,21,21,21,0.5
19,2021-01-19,site 82,136,125,434,125,4.2
20,2021-01-20,site 82,22,15,25,18,4.5
21,2021-01-21,site 82,21,17,21,17,1.4
22,2021-01-22,site 82,24,20,22,20,1.2
23,2021-01-23,site 82,12,3,141,4,0.4
24,2021-01-24,site 82,103,99,17,99,0.6
25,2021-01-25,site 82,15,9,531,9,0.3
26,2021-01-26,site 82,7,3,24,3,1.6
27,2021-01-27,site 82,149,144,86,144,0.9
28,2021-01-28,site 82,23,12,185,13,6.5
29,2021-01-29,site 82,56,52,24,52,0.4
30,2021-01-30,site 82,6,2,23,2,0.7
31,2021-01-31,site 82,6,2,25,2,2.7
1,2021-01-01,site 83,232,163,3774,176,0.7
2,2021-01-02,site 83,447,289,6732,306,0.2
3,2021-01-03,site 83,787,622,13829,635,7.9
4,2021-01-04,site 83,654,495,11333,518,0.2
5,2021-01-05,site 83,753,585,18087,616,0.4
6,2021-01-06,site 83,553,359,11362,383,0.4
7,2021-01-07,site 83,474,347,10446,380,0.2
8,2021-01-08,site 83,655,519,5246,535,2.8
9,2021-01-09,site 83,530,396,14073,416,1.8
10,2021-01-10,site 83,541,417,8902,434,0.1
11,2021-01-11,site 83,612,518,4767,533,2.8
12,2021-01-12,site 83,284,215,5631,227,1.3
13,2021-01-13,site 83,487,373,10773,393,0.5
14,2021-01-14,site 83,317,243,7980,270,1.7
15,2021-01-15,site 83,293,226,12429,237,0.4
16,2021-01-16,site 83,227,222,34,222,0.4
17,2021-01-17,site 83,161,155,53,157,2.2
18,2021-01-18,site 83,589,450,10499,458,2.7
19,2021-01-19,site 83,753,611,9809,624,0.9
20,2021-01-20,site 83,553,392,7191,406,1.3
21,2021-01-21,site 83,519,385,10775,400,1.5
22,2021-01-22,site 83,587,421,10463,428,1.1
23,2021-01-23,site 83,661,452,11804,474,0.2
24,2021-01-24,site 83,951,786,8109,796,2.2
25,2021-01-25,site 83,580,399,10984,404,1.1
26,2021-01-26,site 83,465,346,8972,357,1.3
27,2021-01-27,site 83,762,596,13750,606,1.5
28,2021-01-28,site 83,564,360,13644,368,0.4
29,2021-01-29,site 83,452,351,4589,359,4.4
30,2021-01-30,site 83,607,381,9238,398,1.2
31,2021-01-31,site 83,723,593,17716,606,5.2
1,2021-01-01,site 84,1032,391,42454,411,5.1
2,2021-01-02,site 84,1121,424,46599,440,0.7
3,2021-01-03,site 84,1492,706,53504,735,4.6
4,2021-01-04,site 84,3056,1068,135738,1132,0.5
5,2021-01-05,site 84,2385,939,98991,985,2.8
6,2021-01-06,site 84,2353,872,91062,926,0.2
7,2021-01-07,site 84,2127,749,90806,795,0.9
8,2021-01-08,site 84,1642,768,57511,801,6.9
9,2021-01-09,site 84,1115,452,47148,467,1.3
10,2021-01-10,site 84,1305,520,48174,535,1.9
11,2021-01-11,site 84,2114,853,85147,887,0.4
12,2021-01-12,site 84,1469,553,59957,586,0.5
13,2021-01-13,site 84,1341,502,62111,525,2.3
14,2021-01-14,site 84,1122,442,52176,462,2.7
15,2021-01-15,site 84,1023,390,44818,408,0.9
16,2021-01-16,site 84,1249,565,40570,583,0.2
17,2021-01-17,site 84,1259,444,60559,468,1.6
18,2021-01-18,site 84,1391,511,57652,547,1.4
19,2021-01-19,site 84,1608,726,60457,759,0.6
20,2021-01-20,site 84,945,356,41709,374,0.6
21,2021-01-21,site 84,843,329,27863,349,0.9
22,2021-01-22,site 84,925,293,36494,313,4.3
23,2021-01-23,site 84,745,271,29455,281,1.3
24,2021-01-24,site 84,1114,542,36252,551,0.6
25,2021-01-25,site 84,1110,401,43079,422,0.8
26,2021-01-26,site 84,949,360,41356,382,3.1
27,2021-01-27,site 84,975,503,34758,518,2.5
28,2021-01-28,site 84,794,284,28904,293,4.2
29,2021-01-29,site 84,613,236,21452,246,0.3
30,2021-01-30,site 84,664,249,26267,267,0.2
31,2021-01-31,site 84,775,294,33491,309,0.6
1,2021-01-01,site 85,5,3,12,3,1.1
2,2021-01-02,site 85,6,4,11,4,2.8
3,2021-01-03,site 85,161,29,2917,29,2.3
4,2021-01-04,site 85,13,11,12,11,1.2
5,2021-01-05,site 85,69,67,9,67,1.5
6,2021-01-06,site 85,59,56,36,56,0.8
7,2021-01-07,site 85,6,4,12,4,0.7
8,2021-01-08,site 85,30,27,13,27,0.6
9,2021-01-09,site 85,5,3,8,3,10.2
10,2021-01-10,site 85,4,2,10,2,1.8
11,2021-01-11,site 85,29,27,8,27,
12,2021-01-12,site 85,7,5,11,5,2.1
13,2021-01-13,site 85,6,4,12,4,1.6
14,2021-01-14,site 85,7,3,25,3,0.2
15,2021-01-15,site 85,7,3,30,3,2.1
16,2021-01-16,site 85,29,25,27,25,1.9
17,2021-01-17,site 85,6,2,25,2,0.2
18,2021-01-18,site 85,6,2,26,2,0.1
19,2021-01-19,site 85,32,28,23,28,2.9
20,2021-01-20,site 85,12,7,91,7,2.5
21,2021-01-21,site 85,7,3,28,3,1.6
22,2021-01-22,site 85,6,2,24,2,0.8
23,2021-01-23,site 85,12,5,480,5,0.2
24,2021-01-24,site 85,30,26,23,26,4.6
25,2021-01-25,site 85,6,2,20,2,3.9
26,2021-01-26,site 85,7,3,25,3,2.4
27,2021-01-27,site 85,29,25,25,25,4.3
28,2021-01-28,site 85,15,6,476,7,3.8
29,2021-01-29,site 85,10,5,61,5,0.5
30,2021-01-30,site 85,6,2,27,2,0.5
31,2021-01-31,site 85,7,3,26,3,0.5
1,2021-01-01,site 86,4,2,8,2,0.1
2,2021-01-02,site 86,7,5,8,5,0.1
3,2021-01-03,site 86,6,3,19,3,1.6
4,2021-01-04,site 86,9,3,56,3,0.9
5,2021-01-05,site 86,7,3,44,3,3.1
6,2021-01-06,site 86,5,2,16,2,2.6
7,2021-01-07,site 86,7,4,317,4,11.3
8,2021-01-08,site 86,9,6,107,6,0.2
9,2021-01-09,site 86,4,2,8,2,2.2
10,2021-01-10,site 86,5,3,12,3,2.4
11,2021-01-11,site 86,9,6,79,6,
12,2021-01-12,site 86,7,4,48,4,0.2
13,2021-01-13,site 86,5,2,16,2,0.1
14,2021-01-14,site 86,7,2,20,2,
15,2021-01-15,site 86,8,4,96,4,1.2
16,2021-01-16,site 86,7,3,20,3,0.8
17,2021-01-17,site 86,6,2,25,2,0.4
18,2021-01-18,site 86,11,6,151,7,1.6
19,2021-01-19,site 86,14,9,40,9,
20,2021-01-20,site 86,9,4,170,4,0.3
21,2021-01-21,site 86,8,3,39,3,
22,2021-01-22,site 86,9,3,28,3,
23,2021-01-23,site 86,8,3,26,3,0.6
24,2021-01-24,site 86,11,7,30,7,
25,2021-01-25,site 86,11,5,317,5,1.9
26,2021-01-26,site 86,12,7,40,7,2.9
27,2021-01-27,site 86,9,5,206,5,1.5
28,2021-01-28,site 86,13,7,155,7,0.3
29,2021-01-29,site 86,13,8,127,8,2.5
30,2021-01-30,site 86,10,5,25,5,1.1
31,2021-01-31,site 86,9,4,334,4,4.1
1,2021-01-01,site 87,25,5,855,6,
2,2021-01-02,site 87,49,8,2300,8,3.3
3,2021-01-03,site 87,55,49,276,49,1.1
4,2021-01-04,site 87,17,9,2623,9,1.6
5,2021-01-05,site 87,26,18,465,19,
6,2021-01-06,site 87,20,5,3450,10,3.8
7,2021-01-07,site 87,26,9,2913,10,9.8
8,2021-01-08,site 87,84,58,4621,63,2.4
9,2021-01-09,site 87,28,8,1277,10,0.5
10,2021-01-10,site 87,19,6,1664,9,1.6
11,2021-01-11,site 87,74,52,2634,52,
12,2021-01-12,site 87,71,14,5406,14,2.2
13,2021-01-13,site 87,44,11,1051,12,
14,2021-01-14,site 87,34,10,773,10,
15,2021-01-15,site 87,24,6,1182,6,0.4
16,2021-01-16,site 87,72,52,625,52,1.1
17,2021-01-17,site 87,14,6,2005,6,0.4
18,2021-01-18,site 87,28,13,582,14,1.2
19,2021-01-19,site 87,87,55,2415,56,
20,2021-01-20,site 87,10,3,114,3,
21,2021-01-21,site 87,14,6,72,7,
22,2021-01-22,site 87,25,9,1993,9,
23,2021-01-23,site 87,50,10,3552,12,0.4
24,2021-01-24,site 87,67,51,384,51,
25,2021-01-25,site 87,32,8,1185,8,0.1
26,2021-01-26,site 87,12,6,36,6,
27,2021-01-27,site 87,83,58,2359,63,1.1
28,2021-01-28,site 87,23,7,1179,7,
29,2021-01-29,site 87,15,7,85,7,1.5
30,2021-01-30,site 87,24,12,473,13,0.5
31,2021-01-31,site 87,21,7,1860,10,0.1
1,2021-01-01,site 88,25,22,38,22,
2,2021-01-02,site 88,19,13,79,13,0.2
3,2021-01-03,site 88,18,13,87,13,2.4
4,2021-01-04,site 88,32,28,115,28,0.7
5,2021-01-05,site 88,19,15,211,15,
6,2021-01-06,site 88,17,15,33,15,1.8
7,2021-01-07,site 88,13,11,57,11,0.8
8,2021-01-08,site 88,19,16,84,16,5.2
9,2021-01-09,site 88,19,17,42,17,
10,2021-01-10,site 88,10,7,34,7,
11,2021-01-11,site 88,4,2,11,2,
12,2021-01-12,site 88,36,27,1078,27,3.8
13,2021-01-13,site 88,13,9,334,10,
14,2021-01-14,site 88,32,21,78,22,
15,2021-01-15,site 88,18,8,54,8,1.7
16,2021-01-16,site 88,21,11,241,11,4.4
17,2021-01-17,site 88,26,18,46,18,0.8
18,2021-01-18,site 88,17,11,58,11,
19,2021-01-19,site 88,31,19,275,19,
20,2021-01-20,site 88,41,31,115,31,
21,2021-01-21,site 88,17,12,42,12,
22,2021-01-22,site 88,21,9,742,9,
23,2021-01-23,site 88,11,7,44,7,
24,2021-01-24,site 88,13,7,48,7,
25,2021-01-25,site 88,28,21,69,21,
26,2021-01-26,site 88,13,8,47,9,
27,2021-01-27,site 88,15,8,101,8,
28,2021-01-28,site 88,33,23,190,23,
29,2021-01-29,site 88,40,33,100,33,0.2
30,2021-01-30,site 88,13,10,79,10,2.6
31,2021-01-31,site 88,12,7,40,7,
1,2021-01-01,site 89,14,10,29,10,
2,2021-01-02,site 89,38,25,1482,26,0.5
3,2021-01-03,site 89,30,20,726,22,0.1
4,2021-01-04,site 89,29,22,561,22,0.3
5,2021-01-05,site 89,57,41,1088,43,
6,2021-01-06,site 89,279,252,12712,258,0.5
7,2021-01-07,site 89,47,40,1850,41,1.1
8,2021-01-08,site 89,52,39,1056,41,
9,2021-01-09,site 89,24,18,688,18,
10,2021-01-10,site 89,22,18,49,18,
11,2021-01-11,site 89,40,33,1019,33,
12,2021-01-12,site 89,36,23,1094,25,0.5
13,2021-01-13,site 89,23,19,49,19,
14,2021-01-14,site 89,27,16,475,19,
15,2021-01-15,site 89,29,21,1969,22,0.2
16,2021-01-16,site 89,28,19,167,19,1.1
17,2021-01-17,site 89,19,15,24,15,0.2
18,2021-01-18,site 89,32,22,318,22,
19,2021-01-19,site 89,25,17,999,18,
20,2021-01-20,site 89,30,21,715,22,
21,2021-01-21,site 89,30,23,141,23,
22,2021-01-22,site 89,13,9,23,9,
23,2021-01-23,site 89,14,7,52,8,
24,2021-01-24,site 89,11,7,30,7,
25,2021-01-25,site 89,24,14,1153,15,
26,2021-01-26,site 89,25,14,413,14,
27,2021-01-27,site 89,39,27,2716,28,
28,2021-01-28,site 89,40,29,502,30,
29,2021-01-29,site 89,29,22,107,22,
30,2021-01-30,site 89,17,9,277,9,1.4
31,2021-01-31,site 89,14,10,79,10,
1,2021-01-01,site 9,2,1,3,1,2.9
2,2021-01-02,site 9,3,2,4,2,0.1
3,2021-01-03,site 9,2,1,3,1,1.8
4,2021-01-04,site 9,8,6,2004,6,11.1
5,2021-01-05,site 9,9,2,82,2,0.7
6,2021-01-06,site 9,4,3,4,3,0.1
7,2021-01-07,site 9,2,1,3,1,0.1
8,2021-01-08,site 9,4,3,33,3,0.3
9,2021-01-09,site 9,5,3,284,4,1.1
10,2021-01-10,site 9,2,1,4,1,0.1
11,2021-01-11,site 9,5,4,4,4,0.1
12,2021-01-12,site 9,8,7,3,7,1.5
13,2021-01-13,site 9,2,1,2,1,2.7
14,2021-01-14,site 9,2,1,4,1,2.7
15,2021-01-15,site 9,2,1,3,1,0.1
16,2021-01-16,site 9,6,4,16,4,0.1
17,2021-01-17,site 9,3,2,3,2,0.1
18,2021-01-18,site 9,2,1,2,1,2.9
19,2021-01-19,site 9,6,5,3,5,2.8
20,2021-01-20,site 9,6,5,32,5,0.3
21,2021-01-21,site 9,2,1,4,1,0.1
22,2021-01-22,site 9,5,2,53,2,0.4
23,2021-01-23,site 9,4,3,2,3,0.3
24,2021-01-24,site 9,2,1,3,1,0.1
25,2021-01-25,site 9,3,2,19,2,0.2
26,2021-01-26,site 9,3,2,46,2,0.4
27,2021-01-27,site 9,2,1,3,1,0.1
28,2021-01-28,site 9,2,1,5,1,0.1
29,2021-01-29,site 9,2,1,3,1,0.2
30,2021-01-30,site 9,2,1,4,1,0.1
31,2021-01-31,site 9,2,1,3,1,0.1
1,2021-01-01,site 90,13,12,5,12,
2,2021-01-02,site 90,7,7,0,7,3.1
3,2021-01-03,site 90,6,6,0,6,
4,2021-01-04,site 90,22,12,235,13,0.2
5,2021-01-05,site 90,45,8,10464,12,
6,2021-01-06,site 90,76,14,14983,19,
7,2021-01-07,site 90,35,8,5368,10,0.4
8,2021-01-08,site 90,0,0,0,0,
9,2021-01-09,site 90,0,0,0,0,
10,2021-01-10,site 90,0,0,0,0,
11,2021-01-11,site 90,0,0,0,0,
12,2021-01-12,site 90,0,0,0,0,
13,2021-01-13,site 90,0,0,0,0,
14,2021-01-14,site 90,0,0,0,0,
15,2021-01-15,site 90,0,0,0,0,
16,2021-01-16,site 90,0,0,0,0,0.3
17,2021-01-17,site 90,0,0,0,0,
18,2021-01-18,site 90,0,0,0,0,
19,2021-01-19,site 90,0,0,0,0,
20,2021-01-20,site 90,0,0,0,0,
21,2021-01-21,site 90,0,0,0,0,
22,2021-01-22,site 90,0,0,0,0,
23,2021-01-23,site 90,0,0,0,0,
24,2021-01-24,site 90,0,0,0,0,
25,2021-01-25,site 90,0,0,0,0,
26,2021-01-26,site 90,0,0,0,0,
27,2021-01-27,site 90,0,0,0,0,
28,2021-01-28,site 90,0,0,0,0,
29,2021-01-29,site 90,0,0,0,0,
30,2021-01-30,site 90,0,0,0,0,2.2
31,2021-01-31,site 90,0,0,0,0,
1,2021-01-01,site 91,10,6,44,6,
2,2021-01-02,site 91,14,6,2378,8,0.4
3,2021-01-03,site 91,8,3,88,3,
4,2021-01-04,site 91,13,7,369,7,
5,2021-01-05,site 91,10,4,1230,4,
6,2021-01-06,site 91,14,5,1092,7,
7,2021-01-07,site 91,7,3,85,3,
8,2021-01-08,site 91,11,3,808,4,
9,2021-01-09,site 91,16,6,3396,6,
10,2021-01-10,site 91,8,4,292,4,
11,2021-01-11,site 91,14,10,53,10,
12,2021-01-12,site 91,14,7,168,8,
13,2021-01-13,site 91,9,5,107,5,
14,2021-01-14,site 91,9,3,193,3,
15,2021-01-15,site 91,14,7,248,7,
16,2021-01-16,site 91,12,5,231,5,
17,2021-01-17,site 91,9,3,216,3,
18,2021-01-18,site 91,11,5,203,5,
19,2021-01-19,site 91,10,4,188,4,
20,2021-01-20,site 91,14,6,263,6,
21,2021-01-21,site 91,12,6,616,6,
22,2021-01-22,site 91,21,5,2575,5,
23,2021-01-23,site 91,9,3,196,3,
24,2021-01-24,site 91,8,2,196,2,
25,2021-01-25,site 91,9,3,317,3,
26,2021-01-26,site 91,10,4,205,4,
27,2021-01-27,site 91,20,8,3556,8,
28,2021-01-28,site 91,16,8,502,10,
29,2021-01-29,site 91,17,10,484,11,
30,2021-01-30,site 91,11,5,149,5,0.6
31,2021-01-31,site 91,10,4,444,4,
1,2021-01-01,site 92,233,37,464,37,
2,2021-01-02,site 92,77,12,123,12,
3,2021-01-03,site 92,377,185,449,185,
4,2021-01-04,site 92,153,24,249,24,
5,2021-01-05,site 92,154,26,238,26,
6,2021-01-06,site 92,167,30,756,30,
7,2021-01-07,site 92,76,12,119,12,
8,2021-01-08,site 92,299,171,273,171,
9,2021-01-09,site 92,4,2,10,2,
10,2021-01-10,site 92,130,30,197,30,
11,2021-01-11,site 92,229,198,102,198,
12,2021-01-12,site 92,93,21,210,21,
13,2021-01-13,site 92,77,12,141,12,
14,2021-01-14,site 92,48,19,1260,19,
15,2021-01-15,site 92,103,35,241,35,
16,2021-01-16,site 92,406,208,699,208,
17,2021-01-17,site 92,230,96,415,96,
18,2021-01-18,site 92,217,65,864,65,
19,2021-01-19,site 92,361,217,270,217,
20,2021-01-20,site 92,100,33,130,33,
21,2021-01-21,site 92,241,52,405,52,
22,2021-01-22,site 92,108,37,246,37,
23,2021-01-23,site 92,36,25,2910,25,
24,2021-01-24,site 92,261,194,129,194,
25,2021-01-25,site 92,145,76,209,77,
26,2021-01-26,site 92,115,44,629,44,
27,2021-01-27,site 92,259,191,140,192,
28,2021-01-28,site 92,110,43,124,43,
29,2021-01-29,site 92,105,33,268,34,
30,2021-01-30,site 92,13,9,22,9,1.1
31,2021-01-31,site 92,172,42,265,42,
1,2021-01-01,site 93,13,7,74,7,
2,2021-01-02,site 93,14,7,216,7,
3,2021-01-03,site 93,21,18,44,18,
4,2021-01-04,site 93,28,20,341,20,
5,2021-01-05,site 93,10,8,19,8,
6,2021-01-06,site 93,20,10,160,10,
7,2021-01-07,site 93,22,10,557,11,
8,2021-01-08,site 93,43,27,1536,27,
9,2021-01-09,site 93,10,8,11,8,
10,2021-01-10,site 93,18,8,234,8,
11,2021-01-11,site 93,38,25,263,25,
12,2021-01-12,site 93,13,8,122,8,
13,2021-01-13,site 93,41,29,1056,29,
14,2021-01-14,site 93,25,12,269,12,
15,2021-01-15,site 93,32,13,736,15,
16,2021-01-16,site 93,37,30,78,30,
17,2021-01-17,site 93,29,10,670,10,
18,2021-01-18,site 93,19,10,140,10,
19,2021-01-19,site 93,39,20,313,20,
20,2021-01-20,site 93,23,13,134,13,
21,2021-01-21,site 93,18,9,81,9,
22,2021-01-22,site 93,17,8,184,8,
23,2021-01-23,site 93,13,6,322,6,
24,2021-01-24,site 93,27,18,302,18,
25,2021-01-25,site 93,33,10,1294,12,
26,2021-01-26,site 93,20,13,107,13,
27,2021-01-27,site 93,31,24,90,24,
28,2021-01-28,site 93,17,9,971,10,
29,2021-01-29,site 93,22,14,106,14,
30,2021-01-30,site 93,17,8,120,8,
31,2021-01-31,site 93,11,7,28,7,
1,2021-01-01,site 94,12,8,142,8,
2,2021-01-02,site 94,24,9,831,9,
3,2021-01-03,site 94,31,27,1417,27,
4,2021-01-04,site 94,60,30,975,30,
5,2021-01-05,site 94,146,133,1416,135,
6,2021-01-06,site 94,24,20,37,20,
7,2021-01-07,site 94,25,13,299,13,
8,2021-01-08,site 94,44,14,4986,16,
9,2021-01-09,site 94,18,9,103,10,
10,2021-01-10,site 94,33,10,1322,10,
11,2021-01-11,site 94,41,17,1336,17,
12,2021-01-12,site 94,22,13,386,14,
13,2021-01-13,site 94,40,20,2513,21,
14,2021-01-14,site 94,37,17,399,17,
15,2021-01-15,site 94,17,9,122,9,
16,2021-01-16,site 94,27,7,605,7,
17,2021-01-17,site 94,24,7,575,7,
18,2021-01-18,site 94,21,9,156,9,
19,2021-01-19,site 94,8,5,35,5,
20,2021-01-20,site 94,50,17,1518,17,
21,2021-01-21,site 94,25,14,347,14,
22,2021-01-22,site 94,22,8,860,8,
23,2021-01-23,site 94,12,8,45,8,
24,2021-01-24,site 94,14,5,169,5,
25,2021-01-25,site 94,19,9,1996,9,
26,2021-01-26,site 94,23,7,827,7,
27,2021-01-27,site 94,25,9,1705,9,
28,2021-01-28,site 94,23,11,507,11,
29,2021-01-29,site 94,27,11,794,11,
30,2021-01-30,site 94,15,7,261,7,
31,2021-01-31,site 94,11,2,321,2,
1,2021-01-01,site 95,17,8,213,8,
2,2021-01-02,site 95,7,4,13,4,
3,2021-01-03,site 95,45,29,1094,29,
4,2021-01-04,site 95,109,82,1311,83,
5,2021-01-05,site 95,132,126,148,126,
6,2021-01-06,site 95,45,29,361,29,
7,2021-01-07,site 95,31,12,4734,13,
8,2021-01-08,site 95,43,26,165,26,
9,2021-01-09,site 95,8,5,54,5,
10,2021-01-10,site 95,26,8,948,8,
11,2021-01-11,site 95,20,12,125,12,
12,2021-01-12,site 95,38,30,171,30,
13,2021-01-13,site 95,50,38,999,38,
14,2021-01-14,site 95,25,7,230,7,
15,2021-01-15,site 95,24,10,393,10,
16,2021-01-16,site 95,40,30,781,30,
17,2021-01-17,site 95,10,6,22,6,
18,2021-01-18,site 95,19,7,1122,7,
19,2021-01-19,site 95,27,13,318,13,
20,2021-01-20,site 95,64,48,262,48,
21,2021-01-21,site 95,27,10,1661,10,
22,2021-01-22,site 95,10,4,21,4,
23,2021-01-23,site 95,9,5,45,5,
24,2021-01-24,site 95,31,26,33,26,
25,2021-01-25,site 95,17,8,101,8,
26,2021-01-26,site 95,20,6,575,6,
27,2021-01-27,site 95,18,10,377,10,
28,2021-01-28,site 95,40,29,622,29,
29,2021-01-29,site 95,26,16,109,16,
30,2021-01-30,site 95,21,9,188,9,
31,2021-01-31,site 95,21,10,435,10,
1,2021-01-01,site 96,26,14,625,14,
2,2021-01-02,site 96,21,11,1398,11,
3,2021-01-03,site 96,25,17,953,17,
4,2021-01-04,site 96,47,28,1263,28,
5,2021-01-05,site 96,42,17,4206,18,
6,2021-01-06,site 96,25,13,943,13,
7,2021-01-07,site 96,16,7,2935,7,
8,2021-01-08,site 96,16,8,735,9,
9,2021-01-09,site 96,12,7,317,7,
10,2021-01-10,site 96,6,2,6,3,
11,2021-01-11,site 96,23,16,224,17,
12,2021-01-12,site 96,41,21,1354,21,
13,2021-01-13,site 96,50,34,2764,35,
14,2021-01-14,site 96,28,17,2782,17,
15,2021-01-15,site 96,29,16,1401,16,
16,2021-01-16,site 96,8,5,189,5,
17,2021-01-17,site 96,2,2,0,2,
18,2021-01-18,site 96,45,20,977,22,
19,2021-01-19,site 96,31,13,2503,14,
20,2021-01-20,site 96,36,22,2946,23,
21,2021-01-21,site 96,22,16,281,17,
22,2021-01-22,site 96,14,10,2042,11,
23,2021-01-23,site 96,27,25,156,25,
24,2021-01-24,site 96,8,6,112,6,
25,2021-01-25,site 96,28,18,639,19,
26,2021-01-26,site 96,8,4,158,4,
27,2021-01-27,site 96,26,9,642,9,
28,2021-01-28,site 96,35,10,2736,10,
29,2021-01-29,site 96,30,15,3832,17,
30,2021-01-30,site 96,8,6,313,6,
31,2021-01-31,site 96,13,8,1251,9,
1,2021-01-01,site 97,18,11,161,11,
2,2021-01-02,site 97,15,12,68,12,
3,2021-01-03,site 97,22,17,467,18,
4,2021-01-04,site 97,64,51,595,51,
5,2021-01-05,site 97,33,17,1652,17,
6,2021-01-06,site 97,17,14,373,14,
7,2021-01-07,site 97,35,17,589,18,
8,2021-01-08,site 97,34,23,74,24,
9,2021-01-09,site 97,13,7,455,7,
10,2021-01-10,site 97,11,5,446,5,
11,2021-01-11,site 97,11,6,393,6,
12,2021-01-12,site 97,32,25,79,25,
13,2021-01-13,site 97,41,26,502,26,
14,2021-01-14,site 97,27,13,399,13,
15,2021-01-15,site 97,24,7,288,7,
16,2021-01-16,site 97,39,20,442,20,
17,2021-01-17,site 97,21,11,113,11,
18,2021-01-18,site 97,14,9,32,9,
19,2021-01-19,site 97,29,15,1701,19,
20,2021-01-20,site 97,52,31,944,32,
21,2021-01-21,site 97,18,8,331,9,
22,2021-01-22,site 97,18,6,442,7,
23,2021-01-23,site 97,15,7,52,7,
24,2021-01-24,site 97,37,18,1187,18,
25,2021-01-25,site 97,24,11,385,11,
26,2021-01-26,site 97,29,15,1500,15,
27,2021-01-27,site 97,19,6,754,6,
28,2021-01-28,site 97,30,19,145,19,
29,2021-01-29,site 97,16,10,109,10,
30,2021-01-30,site 97,17,7,343,7,
31,2021-01-31,site 97,23,13,304,13,
1,2021-01-01,site 98,12,5,1214,5,
2,2021-01-02,site 98,12,8,113,8,
3,2021-01-03,site 98,25,21,264,21,
4,2021-01-04,site 98,41,25,271,25,
5,2021-01-05,site 98,34,15,1110,15,
6,2021-01-06,site 98,48,21,3832,22,
7,2021-01-07,site 98,36,17,1414,18,
8,2021-01-08,site 98,53,29,1292,29,
9,2021-01-09,site 98,20,10,3664,10,
10,2021-01-10,site 98,21,9,885,10,
11,2021-01-11,site 98,30,22,62,22,
12,2021-01-12,site 98,35,12,942,14,
13,2021-01-13,site 98,59,31,2526,32,
14,2021-01-14,site 98,23,11,734,13,
15,2021-01-15,site 98,29,14,230,15,
16,2021-01-16,site 98,42,20,1860,21,
17,2021-01-17,site 98,13,6,87,6,
18,2021-01-18,site 98,30,13,873,13,
19,2021-01-19,site 98,34,23,445,23,
20,2021-01-20,site 98,33,21,341,21,
21,2021-01-21,site 98,26,10,643,13,
22,2021-01-22,site 98,26,10,530,11,
23,2021-01-23,site 98,17,8,154,8,
24,2021-01-24,site 98,44,22,1202,23,
25,2021-01-25,site 98,36,11,2547,13,
26,2021-01-26,site 98,50,14,3580,16,
27,2021-01-27,site 98,47,25,2582,27,
28,2021-01-28,site 98,45,17,2243,18,
29,2021-01-29,site 98,36,14,1501,17,
30,2021-01-30,site 98,11,5,523,5,
31,2021-01-31,site 98,15,5,120,5,
1,2021-01-01,site 99,27,12,678,12,
2,2021-01-02,site 99,81,30,3530,30,
3,2021-01-03,site 99,61,32,2182,33,
4,2021-01-04,site 99,116,45,4813,46,
5,2021-01-05,site 99,88,44,5423,46,
6,2021-01-06,site 99,57,26,1834,26,
7,2021-01-07,site 99,39,22,871,23,
8,2021-01-08,site 99,91,31,6586,35,
9,2021-01-09,site 99,30,14,937,14,
