Day of Month,Date,Site ID,Page Views,Unique Visitors,Total Time Spent,Visits,Average Time Spent on Site
13,2021-01-13,site 58,0,0,0,0,0.0
14,2021-01-14,site 58,0,0,0,0,0.0
15,2021-01-15,site 58,0,0,0,0,0.0
16,2021-01-16,site 58,0,0,0,0,0.0
17,2021-01-17,site 58,0,0,0,0,0.0
18,2021-01-18,site 58,0,0,0,0,0.0
19,2021-01-19,site 58,0,0,0,0,0.0
20,2021-01-20,site 58,0,0,0,0,0.0
21,2021-01-21,site 58,0,0,0,0,0.0
22,2021-01-22,site 58,0,0,0,0,0.0
23,2021-01-23,site 58,0,0,0,0,0.0
24,2021-01-24,site 58,0,0,0,0,0.0
25,2021-01-25,site 58,0,0,0,0,0.0
26,2021-01-26,site 58,0,0,0,0,0.0
27,2021-01-27,site 58,0,0,0,0,0.0
28,2021-01-28,site 58,0,0,0,0,0.0
29,2021-01-29,site 58,0,0,0,0,0.0
30,2021-01-30,site 58,0,0,0,0,0.0
31,2021-01-31,site 58,0,0,0,0,0.0
1,2021-01-01,site 59,2811,1894,72511,1959,3.3
2,2021-01-02,site 59,3059,2032,88695,2093,3.7
3,2021-01-03,site 59,4107,2811,114233,2891,3.8
4,2021-01-04,site 59,5472,3549,171402,3647,3.7
5,2021-01-05,site 59,6566,4538,167369,4651,3.1
6,2021-01-06,site 59,6529,4266,197493,4395,3.6
7,2021-01-07,site 59,5571,3562,170637,3679,3.3
8,2021-01-08,site 59,6564,4226,187630,4371,3.5
9,2021-01-09,site 59,3436,2287,108296,2362,3.5
10,2021-01-10,site 59,3293,2157,119872,2245,4.1
11,2021-01-11,site 59,5019,3303,152674,3414,3.6
12,2021-01-12,site 59,4327,2716,154265,2809,3.9
13,2021-01-13,site 59,3759,2468,113628,2525,3.5
14,2021-01-14,site 59,4043,2679,142223,2765,4.1
15,2021-01-15,site 59,5490,3559,146816,3663,3.0
16,2021-01-16,site 59,6105,4008,161358,4119,3.1
17,2021-01-17,site 59,4464,2783,137783,2876,3.4
18,2021-01-18,site 59,5302,3344,180472,3453,3.7
19,2021-01-19,site 59,6371,3977,205982,4105,3.7
20,2021-01-20,site 59,5107,3381,168331,3491,3.7
21,2021-01-21,site 59,5953,3735,188716,3850,3.3
22,2021-01-22,site 59,6986,4464,206575,4579,3.3
23,2021-01-23,site 59,4578,2891,146597,2992,3.5
24,2021-01-24,site 59,4254,2896,122909,2954,3.6
25,2021-01-25,site 59,5622,3542,184118,3641,3.6
26,2021-01-26,site 59,5666,3664,173175,3752,3.3
27,2021-01-27,site 59,5225,3544,153692,3643,3.7
28,2021-01-28,site 59,4591,2847,142380,2948,3.3
29,2021-01-29,site 59,4950,3306,137797,3391,3.1
30,2021-01-30,site 59,3287,2310,92860,2389,3.1
31,2021-01-31,site 59,3353,2154,111913,2221,3.7
1,2021-01-01,site 6,159,5,1438,5,6.0
2,2021-01-02,site 6,159,5,870,5,3.6
3,2021-01-03,site 6,159,5,833,5,3.5
4,2021-01-04,site 6,194,15,2266,15,3.4
5,2021-01-05,site 6,160,5,780,5,3.2
6,2021-01-06,site 6,158,4,925,4,3.9
7,2021-01-07,site 6,159,5,774,5,3.2
8,2021-01-08,site 6,158,4,777,4,4.3
9,2021-01-09,site 6,160,6,897,6,3.7
10,2021-01-10,site 6,159,5,895,5,3.7
11,2021-01-11,site 6,10,4,220,4,0.9
12,2021-01-12,site 6,7,4,362,4,2.0
13,2021-01-13,site 6,6,3,99,3,0.6
14,2021-01-14,site 6,10,4,85,4,0.4
15,2021-01-15,site 6,9,4,18,4,0.1
16,2021-01-16,site 6,9,4,13,4,0.1
17,2021-01-17,site 6,37,5,4849,6,16.2
18,2021-01-18,site 6,8,3,61,3,0.3
19,2021-01-19,site 6,9,4,207,4,1.1
20,2021-01-20,site 6,9,4,11,4,0.1
21,2021-01-21,site 6,8,3,240,3,1.3
22,2021-01-22,site 6,8,3,205,3,1.1
23,2021-01-23,site 6,10,5,163,5,0.9
24,2021-01-24,site 6,8,3,105,3,0.6
25,2021-01-25,site 6,9,4,284,4,1.6
26,2021-01-26,site 6,8,3,13,3,0.1
27,2021-01-27,site 6,8,3,12,3,0.1
28,2021-01-28,site 6,9,4,65,4,0.4
29,2021-01-29,site 6,8,3,239,3,1.3
30,2021-01-30,site 6,9,4,16,4,0.1
31,2021-01-31,site 6,8,3,108,3,0.6
1,2021-01-01,site 60,390,2,2013,2,16.8
2,2021-01-02,site 60,199,2,1084,2,9.0
3,2021-01-03,site 60,195,1,1007,1,16.8
4,2021-01-04,site 60,257,8,5601,9,15.6
5,2021-01-05,site 60,334,9,8803,12,16.3
6,2021-01-06,site 60,267,9,5018,13,13.9
7,2021-01-07,site 60,215,8,2554,8,10.6
8,2021-01-08,site 60,206,5,1159,5,6.4
9,2021-01-09,site 60,195,1,1006,1,16.8
10,2021-01-10,site 60,195,1,1013,1,16.9
11,2021-01-11,site 60,0,0,0,0,0.0
12,2021-01-12,site 60,200,2,1128,2,9.4
13,2021-01-13,site 60,197,3,1031,3,17.2
14,2021-01-14,site 60,195,1,1023,1,17.1
15,2021-01-15,site 60,197,2,1054,2,8.8
16,2021-01-16,site 60,195,1,1025,1,17.1
17,2021-01-17,site 60,195,1,1057,1,17.6
18,2021-01-18,site 60,1,1,18,1,0.3
19,2021-01-19,site 60,229,7,1365,7,4.5
20,2021-01-20,site 60,197,3,1030,3,17.2
21,2021-01-21,site 60,207,5,1125,5,9.4
22,2021-01-22,site 60,201,4,1472,4,8.2
23,2021-01-23,site 60,195,1,1026,1,17.1
24,2021-01-24,site 60,196,2,1021,2,17.0
25,2021-01-25,site 60,199,4,1083,4,9.0
26,2021-01-26,site 60,226,6,2436,8,6.8
27,2021-01-27,site 60,202,3,1550,3,12.9
28,2021-01-28,site 60,224,6,2555,6,14.2
29,2021-01-29,site 60,200,5,1063,5,8.9
30,2021-01-30,site 60,195,1,1017,1,16.9
31,2021-01-31,site 60,196,2,1015,2,16.9
1,2021-01-01,site 61,12,10,8,10,0.1
2,2021-01-02,site 61,8,3,980,3,5.4
3,2021-01-03,site 61,39,27,1480,27,4.1
4,2021-01-04,site 61,217,70,19806,71,13.2
5,2021-01-05,site 61,187,79,15018,83,10.9
6,2021-01-06,site 61,289,69,20893,79,9.4
7,2021-01-07,site 61,244,121,20443,128,11.0
8,2021-01-08,site 61,131,61,13154,62,13.7
9,2021-01-09,site 61,11,3,538,4,2.2
10,2021-01-10,site 61,30,21,1890,21,7.9
11,2021-01-11,site 61,103,63,6947,64,9.6
12,2021-01-12,site 61,61,42,4225,43,6.4
13,2021-01-13,site 61,122,85,1734,87,2.9
14,2021-01-14,site 61,99,51,4441,52,5.7
15,2021-01-15,site 61,95,45,6400,45,8.9
16,2021-01-16,site 61,10,6,12,6,0.1
17,2021-01-17,site 61,32,22,203,22,0.7
18,2021-01-18,site 61,77,47,1671,50,3.1
19,2021-01-19,site 61,90,44,6427,46,8.2
20,2021-01-20,site 61,137,69,9586,70,13.3
21,2021-01-21,site 61,91,51,6615,55,8.5
22,2021-01-22,site 61,79,49,4793,50,8.9
23,2021-01-23,site 61,25,19,147,19,0.8
24,2021-01-24,site 61,6,2,10,2,0.1
25,2021-01-25,site 61,101,49,4649,52,5.5
26,2021-01-26,site 61,53,34,758,34,1.8
27,2021-01-27,site 61,131,62,9363,66,9.2
28,2021-01-28,site 61,144,69,11890,70,11.0
29,2021-01-29,site 61,96,52,4491,55,7.5
30,2021-01-30,site 61,17,9,160,9,0.7
31,2021-01-31,site 61,9,3,234,3,1.3
1,2021-01-01,site 62,82,64,675,67,1.0
2,2021-01-02,site 62,66,54,2078,58,4.9
3,2021-01-03,site 62,85,74,2282,75,4.2
4,2021-01-04,site 62,182,71,8067,79,9.0
5,2021-01-05,site 62,72,56,1253,57,1.9
6,2021-01-06,site 62,83,64,2605,65,3.6
7,2021-01-07,site 62,90,65,3729,65,4.4
8,2021-01-08,site 62,122,96,2438,101,2.9
9,2021-01-09,site 62,141,108,1618,120,1.8
10,2021-01-10,site 62,153,126,3652,140,5.1
11,2021-01-11,site 62,202,153,4204,166,4.7
12,2021-01-12,site 62,174,128,7061,136,5.3
13,2021-01-13,site 62,128,103,2146,105,2.4
14,2021-01-14,site 62,126,84,5311,85,4.9
15,2021-01-15,site 62,119,101,1296,106,2.4
16,2021-01-16,site 62,133,95,2756,100,3.5
17,2021-01-17,site 62,102,89,3360,91,8.0
18,2021-01-18,site 62,97,76,4646,79,6.5
19,2021-01-19,site 62,108,88,4957,94,7.5
20,2021-01-20,site 62,106,69,5830,72,6.5
21,2021-01-21,site 62,123,97,1087,98,2.0
22,2021-01-22,site 62,134,92,4162,94,3.3
23,2021-01-23,site 62,166,109,4638,114,4.3
24,2021-01-24,site 62,129,100,1880,102,2.0
25,2021-01-25,site 62,169,134,1911,139,2.1
26,2021-01-26,site 62,156,87,5509,98,5.1
27,2021-01-27,site 62,148,131,2939,133,4.9
28,2021-01-28,site 62,153,118,3679,122,3.8
29,2021-01-29,site 62,128,101,1655,105,2.1
30,2021-01-30,site 62,140,117,1021,125,1.5
31,2021-01-31,site 62,102,82,2226,83,3.1
1,2021-01-01,site 63,4,2,8,2,0.1
2,2021-01-02,site 63,4,2,8,2,0.1
3,2021-01-03,site 63,282,280,8,280,0.1
4,2021-01-04,site 63,4,2,8,2,0.1
5,2021-01-05,site 63,5,3,8,3,0.1
6,2021-01-06,site 63,4,2,8,2,0.1
7,2021-01-07,site 63,6,4,8,4,0.1
8,2021-01-08,site 63,282,280,8,280,0.1
9,2021-01-09,site 63,4,2,8,2,0.1
10,2021-01-10,site 63,4,2,8,2,0.1
11,2021-01-11,site 63,282,280,9,280,0.1
12,2021-01-12,site 63,4,2,9,2,0.1
13,2021-01-13,site 63,4,2,7,2,0.1
14,2021-01-14,site 63,6,2,15,2,0.1
15,2021-01-15,site 63,6,2,12,2,0.1
16,2021-01-16,site 63,284,280,16,280,0.1
17,2021-01-17,site 63,6,2,16,2,0.1
18,2021-01-18,site 63,6,2,13,2,0.1
19,2021-01-19,site 63,285,281,10,281,0.1
20,2021-01-20,site 63,6,2,14,2,0.1
21,2021-01-21,site 63,7,3,13,3,0.1
22,2021-01-22,site 63,6,2,15,2,0.1
23,2021-01-23,site 63,6,2,14,2,0.1
24,2021-01-24,site 63,284,280,10,280,0.1
25,2021-01-25,site 63,6,2,13,2,0.1
26,2021-01-26,site 63,41,4,1189,4,6.6
27,2021-01-27,site 63,285,281,13,281,0.1
28,2021-01-28,site 63,8,4,14,4,0.1
29,2021-01-29,site 63,6,2,11,2,0.1
30,2021-01-30,site 63,6,2,14,2,0.1
31,2021-01-31,site 63,6,2,14,2,0.1
1,2021-01-01,site 64,1513,938,51037,974,3.2
2,2021-01-02,site 64,2170,1241,83829,1294,3.5
3,2021-01-03,site 64,1954,1198,69579,1237,3.0
4,2021-01-04,site 64,2721,1658,99401,1736,3.2
5,2021-01-05,site 64,2674,1656,108781,1715,3.5
6,2021-01-06,site 64,2078,1128,80177,1181,3.6
7,2021-01-07,site 64,1913,1090,99318,1150,4.3
8,2021-01-08,site 64,2057,1233,77025,1301,3.1
9,2021-01-09,site 64,1603,989,70058,1048,3.8
10,2021-01-10,site 64,2543,1531,98656,1594,3.0
11,2021-01-11,site 64,2996,1783,121386,1872,2.9
12,2021-01-12,site 64,2455,1331,88526,1397,3.0
13,2021-01-13,site 64,2281,1266,75820,1317,2.9
14,2021-01-14,site 64,1945,1133,81484,1189,3.5
15,2021-01-15,site 64,1883,1167,65645,1218,2.8
16,2021-01-16,site 64,1496,885,62407,937,3.6
17,2021-01-17,site 64,1491,947,44878,988,2.9
18,2021-01-18,site 64,1621,1011,58489,1060,3.0
19,2021-01-19,site 64,1614,938,45156,983,2.2
20,2021-01-20,site 64,1837,961,61421,1000,3.0
21,2021-01-21,site 64,1631,952,57042,997,2.9
22,2021-01-22,site 64,1714,1035,60896,1069,2.8
23,2021-01-23,site 64,1280,792,44212,835,2.9
24,2021-01-24,site 64,1445,960,37042,1002,2.6
25,2021-01-25,site 64,1598,995,52566,1038,2.8
26,2021-01-26,site 64,2071,1150,79976,1191,3.1
27,2021-01-27,site 64,1667,1013,58864,1047,2.8
28,2021-01-28,site 64,1494,908,46007,950,2.4
29,2021-01-29,site 64,1486,945,60227,982,3.4
30,2021-01-30,site 64,1298,771,45562,809,3.5
31,2021-01-31,site 64,1438,971,41617,1008,2.5
1,2021-01-01,site 65,37,16,1720,20,3.2
2,2021-01-02,site 65,18,13,337,14,1.4
3,2021-01-03,site 65,89,69,2402,69,5.0
4,2021-01-04,site 65,49,12,3267,13,6.0
5,2021-01-05,site 65,35,15,558,19,1.0
6,2021-01-06,site 65,47,22,1506,23,2.3
7,2021-01-07,site 65,32,18,3201,18,5.9
8,2021-01-08,site 65,69,59,1974,61,5.5
9,2021-01-09,site 65,39,17,2186,17,4.0
10,2021-01-10,site 65,28,13,679,13,1.9
11,2021-01-11,site 65,76,62,768,62,1.8
12,2021-01-12,site 65,13,7,1545,7,6.4
13,2021-01-13,site 65,17,8,1096,8,3.7
14,2021-01-14,site 65,34,14,1102,14,3.7
15,2021-01-15,site 65,28,12,407,12,1.0
16,2021-01-16,site 65,81,61,875,61,1.8
17,2021-01-17,site 65,72,30,4429,33,5.3
18,2021-01-18,site 65,34,20,1379,22,2.9
19,2021-01-19,site 65,77,61,670,62,1.4
20,2021-01-20,site 65,33,15,1883,15,4.5
21,2021-01-21,site 65,35,10,1339,11,2.8
22,2021-01-22,site 65,52,23,1172,26,2.2
23,2021-01-23,site 65,14,7,96,7,0.5
24,2021-01-24,site 65,103,73,4443,73,5.3
25,2021-01-25,site 65,58,35,2060,37,4.3
26,2021-01-26,site 65,39,17,1056,18,2.0
27,2021-01-27,site 65,67,54,249,54,0.8
28,2021-01-28,site 65,31,16,349,18,0.8
29,2021-01-29,site 65,18,11,64,11,0.4
30,2021-01-30,site 65,20,7,1323,7,3.7
31,2021-01-31,site 65,55,21,2532,25,3.8
1,2021-01-01,site 66,12,8,65,8,0.2
2,2021-01-02,site 66,16,10,77,10,0.2
3,2021-01-03,site 66,43,34,135,34,0.3
4,2021-01-04,site 66,20,11,118,11,0.2
5,2021-01-05,site 66,83,14,3577,14,7.5
6,2021-01-06,site 66,25,13,2385,13,4.4
7,2021-01-07,site 66,62,14,8911,16,13.5
8,2021-01-08,site 66,38,10,2237,16,4.1
9,2021-01-09,site 66,87,10,11767,14,19.6
10,2021-01-10,site 66,29,15,1350,16,1.9
11,2021-01-11,site 66,42,27,1163,28,2.4
12,2021-01-12,site 66,16,10,95,10,0.2
13,2021-01-13,site 66,18,11,92,11,0.2
14,2021-01-14,site 66,55,29,3367,34,2.8
15,2021-01-15,site 66,30,12,3078,18,5.7
16,2021-01-16,site 66,17,9,93,9,0.2
17,2021-01-17,site 66,23,12,167,14,0.3
18,2021-01-18,site 66,19,11,117,11,0.2
19,2021-01-19,site 66,42,26,133,31,0.3
20,2021-01-20,site 66,41,15,1401,15,1.9
21,2021-01-21,site 66,26,13,465,14,0.8
22,2021-01-22,site 66,27,14,469,14,0.7
23,2021-01-23,site 66,17,8,571,8,1.2
24,2021-01-24,site 66,21,10,744,11,1.6
25,2021-01-25,site 66,29,16,116,19,0.2
26,2021-01-26,site 66,14,6,92,6,0.3
27,2021-01-27,site 66,33,23,1499,24,2.8
28,2021-01-28,site 66,22,14,88,14,0.2
29,2021-01-29,site 66,18,10,91,10,0.2
30,2021-01-30,site 66,31,21,1237,21,2.3
31,2021-01-31,site 66,20,9,110,9,0.2
1,2021-01-01,site 67,147,109,895,115,0.9
2,2021-01-02,site 67,203,105,5415,112,2.6
3,2021-01-03,site 67,61,38,2527,39,3.8
4,2021-01-04,site 67,236,140,11966,149,4.0
5,2021-01-05,site 67,411,212,23410,220,5.6
6,2021-01-06,site 67,235,156,6905,160,2.7
7,2021-01-07,site 67,276,164,10348,168,2.9
8,2021-01-08,site 67,323,158,15456,164,4.1
9,2021-01-09,site 67,105,61,4069,64,2.4
10,2021-01-10,site 67,108,40,6224,44,4.7
11,2021-01-11,site 67,160,87,6171,92,3.2
12,2021-01-12,site 67,1428,576,151137,610,6.3
13,2021-01-13,site 67,1027,456,98602,499,5.7
14,2021-01-14,site 67,650,253,57441,274,6.4
15,2021-01-15,site 67,358,167,19048,179,3.5
16,2021-01-16,site 67,266,107,22287,114,6.5
17,2021-01-17,site 67,124,70,3445,73,2.1
18,2021-01-18,site 67,312,132,22735,144,5.5
19,2021-01-19,site 67,378,148,27478,170,4.7
20,2021-01-20,site 67,464,155,32640,178,5.2
21,2021-01-21,site 67,316,166,19412,170,4.4
22,2021-01-22,site 67,382,214,26445,225,4.6
23,2021-01-23,site 67,220,112,13083,118,4.0
24,2021-01-24,site 67,199,102,11802,105,4.7
25,2021-01-25,site 67,317,155,15909,158,3.7
26,2021-01-26,site 67,443,174,21143,180,4.4
27,2021-01-27,site 67,286,152,17041,166,4.4
28,2021-01-28,site 67,392,204,25756,216,4.3
29,2021-01-29,site 67,307,162,16569,170,4.1
30,2021-01-30,site 67,257,101,16739,112,5.8
31,2021-01-31,site 67,166,96,10238,98,5.3
1,2021-01-01,site 68,12,7,40,7,0.1
2,2021-01-02,site 68,17,9,673,9,1.9
3,2021-01-03,site 68,24,13,197,13,0.5
4,2021-01-04,site 68,40,29,241,30,0.3
5,2021-01-05,site 68,29,16,507,16,0.9
6,2021-01-06,site 68,31,19,712,19,1.3
7,2021-01-07,site 68,26,12,265,13,0.6
8,2021-01-08,site 68,25,18,118,18,0.2
9,2021-01-09,site 68,23,11,205,11,0.4
10,2021-01-10,site 68,22,18,28,18,0.1
11,2021-01-11,site 68,30,20,1673,20,3.5
12,2021-01-12,site 68,25,13,1111,13,2.1
13,2021-01-13,site 68,22,16,2036,16,4.2
14,2021-01-14,site 68,46,25,563,26,0.6
15,2021-01-15,site 68,22,13,223,13,0.4
16,2021-01-16,site 68,41,18,815,20,0.9
17,2021-01-17,site 68,40,25,1123,25,1.6
18,2021-01-18,site 68,40,20,713,20,0.9
19,2021-01-19,site 68,32,13,1530,14,2.8
20,2021-01-20,site 68,26,10,313,10,0.7
21,2021-01-21,site 68,20,15,398,15,0.8
22,2021-01-22,site 68,18,13,182,13,0.5
23,2021-01-23,site 68,14,8,86,8,0.2
24,2021-01-24,site 68,21,18,40,18,0.2
25,2021-01-25,site 68,33,20,509,20,0.9
26,2021-01-26,site 68,37,21,479,21,0.7
27,2021-01-27,site 68,25,16,252,16,0.5
28,2021-01-28,site 68,30,20,1373,20,2.3
29,2021-01-29,site 68,32,19,1013,19,2.4
30,2021-01-30,site 68,11,8,25,8,0.1
31,2021-01-31,site 68,28,22,127,22,0.4
1,2021-01-01,site 69,5,2,66,2,1.1
2,2021-01-02,site 69,197,5,15502,13,23.5
3,2021-01-03,site 69,3,3,0,3,0.0
4,2021-01-04,site 69,103,9,8565,15,23.8
5,2021-01-05,site 69,136,4,18799,9,34.8
6,2021-01-06,site 69,151,6,13139,13,27.4
7,2021-01-07,site 69,32,4,1396,6,5.8
8,2021-01-08,site 69,4,4,310,4,5.2
9,2021-01-09,site 69,51,1,1854,2,30.9
10,2021-01-10,site 69,7,3,681,3,11.3
11,2021-01-11,site 69,11,3,79,3,1.3
12,2021-01-12,site 69,10,1,910,2,15.2
13,2021-01-13,site 69,2,2,0,2,0.0
14,2021-01-14,site 69,31,3,1730,3,9.6
15,2021-01-15,site 69,14,2,1826,3,15.2
16,2021-01-16,site 69,2,1,1353,1,22.6
17,2021-01-17,site 69,0,0,0,0,0.0
18,2021-01-18,site 69,2,1,0,2,0.0
19,2021-01-19,site 69,0,0,0,0,0.0
20,2021-01-20,site 69,2,2,0,2,0.0
21,2021-01-21,site 69,2,2,0,2,0.0
22,2021-01-22,site 69,0,0,0,0,0.0
23,2021-01-23,site 69,2,2,0,2,0.0
24,2021-01-24,site 69,0,0,0,0,0.0
25,2021-01-25,site 69,2,2,0,2,0.0
26,2021-01-26,site 69,2,2,0,2,0.0
27,2021-01-27,site 69,0,0,0,0,0.0
28,2021-01-28,site 69,10,3,82,3,1.4
29,2021-01-29,site 69,0,0,0,0,0.0
30,2021-01-30,site 69,13,1,1099,2,9.2
31,2021-01-31,site 69,6,2,34,3,0.6
1,2021-01-01,site 7,4,2,11,2,0.1
2,2021-01-02,site 7,4,2,10,2,0.1
3,2021-01-03,site 7,138,32,2445,32,6.8
4,2021-01-04,site 7,9,7,11,7,0.1
5,2021-01-05,site 7,42,40,11,40,0.1
6,2021-01-06,site 7,41,39,11,39,0.1
7,2021-01-07,site 7,4,2,13,2,0.1
8,2021-01-08,site 7,11,9,13,9,0.1
9,2021-01-09,site 7,4,2,10,2,0.1
10,2021-01-10,site 7,4,2,11,2,0.1
11,2021-01-11,site 7,5,3,10,3,0.1
12,2021-01-12,site 7,12,10,12,10,0.1
13,2021-01-13,site 7,4,2,11,2,0.1
14,2021-01-14,site 7,6,2,21,2,0.2
15,2021-01-15,site 7,6,2,18,2,0.1
16,2021-01-16,site 7,11,7,16,7,0.1
17,2021-01-17,site 7,6,2,15,2,0.1
18,2021-01-18,site 7,8,4,20,4,0.2
19,2021-01-19,site 7,7,3,18,3,0.1
20,2021-01-20,site 7,11,7,18,7,0.1
21,2021-01-21,site 7,6,2,20,2,0.2
22,2021-01-22,site 7,6,2,18,2,0.1
23,2021-01-23,site 7,6,2,17,2,0.1
24,2021-01-24,site 7,11,7,16,7,0.1
25,2021-01-25,site 7,6,2,16,2,0.1
26,2021-01-26,site 7,6,2,22,2,0.2
27,2021-01-27,site 7,7,3,16,3,0.1
28,2021-01-28,site 7,11,7,18,7,0.1
29,2021-01-29,site 7,6,2,23,2,0.2
30,2021-01-30,site 7,7,3,15,3,0.1
31,2021-01-31,site 7,7,3,19,3,0.2
1,2021-01-01,site 70,6,4,8,4,0.1
2,2021-01-02,site 70,26,13,166,13,0.9
3,2021-01-03,site 70,138,26,1458,26,1.6
4,2021-01-04,site 70,53,7,499,7,1.4
5,2021-01-05,site 70,149,123,39,123,0.0
6,2021-01-06,site 70,34,23,7,23,0.0
7,2021-01-07,site 70,8,5,1209,5,5.0
8,2021-01-08,site 70,29,19,12,19,0.0
9,2021-01-09,site 70,7,4,7,5,0.1
10,2021-01-10,site 70,6,4,28,4,0.2
11,2021-01-11,site 70,27,18,41,18,0.1
12,2021-01-12,site 70,6,4,8,4,0.1
13,2021-01-13,site 70,5,3,8,3,0.1
14,2021-01-14,site 70,6,2,16,2,0.1
15,2021-01-15,site 70,10,6,13,6,0.1
16,2021-01-16,site 70,31,16,133,16,0.3
17,2021-01-17,site 70,9,5,11,5,0.1
18,2021-01-18,site 70,18,3,1027,3,5.7
19,2021-01-19,site 70,26,15,21,15,0.1
20,2021-01-20,site 70,10,6,15,6,0.1
21,2021-01-21,site 70,6,2,15,2,0.1
22,2021-01-22,site 70,7,3,13,3,0.1
23,2021-01-23,site 70,7,3,17,3,0.1
24,2021-01-24,site 70,29,17,12,17,0.1
25,2021-01-25,site 70,7,3,14,3,0.1
26,2021-01-26,site 70,6,2,17,2,0.1
27,2021-01-27,site 70,27,15,18,15,0.1
28,2021-01-28,site 70,7,3,15,3,0.1
29,2021-01-29,site 70,6,2,16,2,0.1
30,2021-01-30,site 70,8,4,12,4,0.1
31,2021-01-31,site 70,7,3,12,3,0.1
1,2021-01-01,site 71,17,15,11,15,0.1
2,2021-01-02,site 71,4,2,8,2,0.1
3,2021-01-03,site 71,8,3,66,3,0.4
4,2021-01-04,site 71,23,17,1340,17,4.5
5,2021-01-05,site 71,9,6,76,6,0.4
6,2021-01-06,site 71,5,3,7,3,0.1
7,2021-01-07,site 71,5,3,10,3,0.1
8,2021-01-08,site 71,6,4,8,4,0.1
9,2021-01-09,site 71,18,16,11,16,0.1
10,2021-01-10,site 71,9,3,41,3,0.2
11,2021-01-11,site 71,6,4,11,4,0.1
12,2021-01-12,site 71,17,15,10,15,0.1
13,2021-01-13,site 71,27,10,1249,10,3.5
14,2021-01-14,site 71,6,4,10,4,0.1
15,2021-01-15,site 71,27,4,457,4,2.5
16,2021-01-16,site 71,9,3,209,3,1.2
17,2021-01-17,site 71,23,17,35,17,0.2
18,2021-01-18,site 71,15,5,1483,5,6.2
19,2021-01-19,site 71,25,7,974,11,2.3
20,2021-01-20,site 71,21,16,103,16,0.6
21,2021-01-21,site 71,47,7,7713,11,16.1
22,2021-01-22,site 71,26,10,4456,11,14.9
23,2021-01-23,site 71,25,6,891,6,3.7
24,2021-01-24,site 71,8,3,67,3,0.4
25,2021-01-25,site 71,33,17,2573,17,10.7
26,2021-01-26,site 71,6,2,18,2,0.1
27,2021-01-27,site 71,21,5,1710,7,5.7
28,2021-01-28,site 71,20,16,18,16,0.1
29,2021-01-29,site 71,10,5,26,5,0.1
30,2021-01-30,site 71,6,2,19,2,0.2
31,2021-01-31,site 71,11,4,527,4,2.9
1,2021-01-01,site 72,420,330,9874,353,4.6
2,2021-01-02,site 72,439,345,14739,364,5.2
3,2021-01-03,site 72,419,324,16859,341,6.1
4,2021-01-04,site 72,700,498,29361,525,6.4
5,2021-01-05,site 72,641,510,25521,530,5.6
6,2021-01-06,site 72,637,458,20629,479,4.8
7,2021-01-07,site 72,605,470,27704,490,6.2
8,2021-01-08,site 72,589,455,19700,477,5.1
9,2021-01-09,site 72,634,506,21215,532,7.1
10,2021-01-10,site 72,486,395,11858,408,3.9
11,2021-01-11,site 72,464,337,14710,354,5.4
12,2021-01-12,site 72,524,395,23461,415,7.2
13,2021-01-13,site 72,442,356,13024,370,4.9
14,2021-01-14,site 72,458,351,14926,369,5.1
15,2021-01-15,site 72,498,403,20547,422,6.7
16,2021-01-16,site 72,379,289,18860,307,7.3
17,2021-01-17,site 72,466,342,19464,361,7.4
18,2021-01-18,site 72,521,404,24090,422,6.9
19,2021-01-19,site 72,530,390,20771,411,7.2
20,2021-01-20,site 72,610,466,25583,488,6.6
21,2021-01-21,site 72,504,394,20821,412,6.8
22,2021-01-22,site 72,520,397,16264,430,6.5
23,2021-01-23,site 72,426,339,17729,358,6.6
24,2021-01-24,site 72,419,316,12040,333,7.4
25,2021-01-25,site 72,582,485,20940,509,7.3
26,2021-01-26,site 72,548,419,28235,443,7.7
27,2021-01-27,site 72,535,425,20152,447,6.7
28,2021-01-28,site 72,540,433,18844,449,6.5
29,2021-01-29,site 72,416,327,14120,355,4.9
30,2021-01-30,site 72,472,382,16727,409,5.7
31,2021-01-31,site 72,378,308,10937,319,4.8
1,2021-01-01,site 73,78,69,74,70,0.4
2,2021-01-02,site 73,15,10,779,10,4.3
3,2021-01-03,site 73,33,19,465,20,1.1
4,2021-01-04,site 73,85,79,332,79,1.4
5,2021-01-05,site 73,35,19,505,22,1.2
6,2021-01-06,site 73,28,16,1945,16,4.6
7,2021-01-07,site 73,26,18,124,20,0.4
8,2021-01-08,site 73,17,12,103,13,0.4
9,2021-01-09,site 73,72,68,83,68,0.3
10,2021-01-10,site 73,34,29,198,30,0.8
11,2021-01-11,site 73,32,19,1256,19,2.6
12,2021-01-12,site 73,77,71,32,72,0.1
13,2021-01-13,site 73,23,15,729,16,2.4
14,2021-01-14,site 73,28,22,897,23,3.0
15,2021-01-15,site 73,21,13,572,13,1.9
16,2021-01-16,site 73,15,9,105,10,0.6
17,2021-01-17,site 73,81,72,787,72,3.3
18,2021-01-18,site 73,25,14,149,15,0.4
19,2021-01-19,site 73,25,14,2541,14,6.0
20,2021-01-20,site 73,87,77,2028,78,4.8
21,2021-01-21,site 73,20,15,46,16,0.4
22,2021-01-22,site 73,23,16,158,17,0.7
23,2021-01-23,site 73,24,20,78,20,0.7
24,2021-01-24,site 73,13,9,44,9,0.4
25,2021-01-25,site 73,86,78,134,78,0.4
